Head;Package;PackageDIT;PackageCoupling;PackageComplexity
Type;String;double;double;double
Min;null;0;0;0
Max;null;10;50;1000
Data;artofillusion.material;1.75;30.0;146.0
Data;artofillusion.keystroke;3.25;37.0;65.0
Data;artofillusion.image;1.6363636363636365;69.0;601.0
Data;artofillusion.math;1.0769230769230769;11.0;408.0
Data;artofillusion.ui;2.657142857142857;102.0;860.0
Data;artofillusion.procedural;1.826086956521739;76.0;1594.0
Data;artofillusion.animation.distortion;1.7058823529411764;56.0;472.0
Data;artofillusion.script;2.5;55.0;176.0
Data;artofillusion.texture;2.3142857142857145;72.0;1099.0
Data;artofillusion.image.filter;1.875;18.0;184.0
Data;artofillusion;2.2675324675324675;199.0;15844.0
Data;artofillusion.animation;1.9838709677419355;117.0;2612.0
Data;artofillusion.view;0.8;48.0;444.0
Data;artofillusion.util;1.3333333333333333;32.0;416.0
Data;artofillusion.object;2.037037037037037;92.0;2552.0
Head;Class;Type;Package;SuperClass;Ancestors;Interfaces;Targets;WMC;CBO;LCOM5;DIT
Data;artofillusion.ReshapeMeshTool;Class;artofillusion;artofillusion.ui.MeshEditingTool;artofillusion.ui.MeshEditingTool,artofillusion.ui.EditingTool,java.lang.Object;;artofillusion.ui.Translate,artofillusion.ui.EditingWindow,java.awt.event.KeyEvent,artofillusion.ViewerCanvas,artofillusion.Camera,java.awt.event.InputEvent,artofillusion.math.Mat4,artofillusion.object.ObjectInfo,artofillusion.math.Vec3,artofillusion.ui.EditingTool,java.awt.event.MouseEvent,artofillusion.ObjectViewer,artofillusion.object.Mesh,artofillusion.math.CoordinateSystem,artofillusion.ui.MeshEditController,java.lang.Math;33.0;16.0;0.8055555555555556;3.0
Data;artofillusion.object.CSGModeller;Class;artofillusion.object;java.lang.Object;java.lang.Object;;artofillusion.math.Vec3,artofillusion.math.Vec2,java.util.Vector,artofillusion.math.SVD,artofillusion.math.BoundingBox,artofillusion.object.TriangleMesh,artofillusion.object.CSGModeller.VertexInfo,java.io.PrintStream,artofillusion.math.CoordinateSystem,artofillusion.object.CSGModeller,java.lang.Math;213.0;11.0;0.9401709401709402;1.0
Data;artofillusion.texture.LayeredMapping;Class;artofillusion.texture;artofillusion.texture.TextureMapping;artofillusion.texture.TextureMapping,java.lang.Object;;artofillusion.ArtOfIllusion,java.io.DataOutputStream,java.lang.reflect.Constructor,artofillusion.texture.Texture,artofillusion.TextureParameter,artofillusion.math.RGBColor,artofillusion.math.Vec3,java.util.Vector,java.io.DataInputStream,artofillusion.Scene,java.lang.Class,artofillusion.texture.TextureMapping,java.lang.Math;81.0;13.0;0.7866004962779156;2.0
Data;artofillusion.texture.LayeredTriangle;Class;artofillusion.texture;artofillusion.RenderingTriangle;artofillusion.RenderingTriangle,java.lang.Object;;artofillusion.math.Vec3,artofillusion.RenderingTriangle,java.lang.ThreadLocal,artofillusion.texture.LayeredMapping,artofillusion.math.RGBColor,artofillusion.texture.TextureMapping,java.lang.Math;33.0;7.0;0.225;2.0
Data;artofillusion.image.ImageOrValue;Class;artofillusion.image;java.lang.Object;java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,buoy.event.EventSource,artofillusion.ui.ValueSlider,buoy.widget.CustomWidget,buoy.widget.Widget,buoy.widget.BComboBox,artofillusion.image.ImageMap,artofillusion.image.ImagesDialog,artofillusion.math.Vec2,java.io.DataInputStream,artofillusion.image.ImageOrValue,artofillusion.Scene,buoy.event.RepaintEvent,buoy.widget.FormContainer,java.awt.Graphics,buoy.widget.BLabel;29.0;17.0;0.8117647058823529;1.0
Data;artofillusion.image.filter.BlurFilter;Class;artofillusion.image.filter;artofillusion.image.filter.ImageFilter;artofillusion.image.filter.ImageFilter,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,java.io.DataInputStream,java.lang.Thread,artofillusion.image.ComplexImage;20.0;5.0;0.0;2.0
Data;artofillusion.procedural.ColorProductModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;artofillusion.ui.Translate,artofillusion.math.RGBColor,artofillusion.procedural.Module;6.0;3.0;0.6666666666666666;2.0
Data;artofillusion.animation.PathFromCurveDialog;Class;artofillusion.animation;buoy.widget.BDialog;buoy.widget.BDialog,buoy.widget.WindowWidget,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;artofillusion.ui.Translate,buoy.widget.RowContainer,buoy.widget.WidgetContainer,artofillusion.ui.ValueField,artofillusion.object.Curve,artofillusion.animation.RotationKeyframe,buoy.widget.BList,buoy.widget.BDialog,artofillusion.animation.PositionTrack,artofillusion.math.Mat4,artofillusion.math.Vec3,artofillusion.ui.UIUtilities,buoy.event.ValueChangedEvent,java.util.Vector,buoy.widget.BCheckBox,buoy.widget.FormContainer,artofillusion.animation.Track,artofillusion.LayoutWindow,artofillusion.math.CoordinateSystem,artofillusion.animation.RotationTrack,java.text.NumberFormat,artofillusion.animation.Score,buoy.event.EventSource,buoy.widget.Widget,artofillusion.object.ObjectInfo,buoy.widget.BComboBox,buoy.widget.WindowWidget,artofillusion.Scene,buoy.event.WidgetEvent,buoy.widget.BLabel,java.lang.Math;58.0;31.0;0.6578947368421052;6.0
Data;artofillusion.object.Light;Class;artofillusion.object;artofillusion.object.Object3D;artofillusion.object.Object3D,java.lang.Object;;artofillusion.math.RGBColor;12.0;1.0;0.9350649350649352;2.0
Data;artofillusion.procedural.InfoBox;Class;artofillusion.procedural;java.lang.Object;java.lang.Object;;java.awt.FontMetrics,java.awt.Toolkit,java.awt.Graphics,java.awt.Font;8.0;4.0;0.5625;1.0
Data;artofillusion.script.ScriptEditor;Class;artofillusion.script;buoy.widget.BTextArea;buoy.widget.BTextArea,buoy.widget.TextWidget,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;java.awt.event.KeyEvent,buoy.event.EventSource,java.lang.Character,buoy.widget.BOutline,java.lang.String,buoy.widget.Widget,buoy.widget.TextWidget,buoy.widget.BTextArea;8.0;8.0;0.0;5.0
Data;artofillusion.ui.PanelDialog;Class;artofillusion.ui;buoy.widget.BDialog;buoy.widget.BDialog,buoy.widget.WindowWidget,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;buoy.widget.RowContainer,artofillusion.ui.UIUtilities,java.util.Iterator,java.awt.event.KeyEvent,buoy.widget.WindowWidget,buoy.event.EventSource,java.awt.event.ActionEvent,java.lang.String,buoy.widget.BorderContainer,buoy.widget.BDialog,java.util.Collection;15.0;11.0;0.6666666666666666;6.0
Data;artofillusion.image.filter.SaturationFilter;Class;artofillusion.image.filter;artofillusion.image.filter.ImageFilter;artofillusion.image.filter.ImageFilter,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,java.io.DataInputStream,artofillusion.math.RGBColor,artofillusion.image.ComplexImage;11.0;5.0;0.0;2.0
Data;artofillusion.procedural.ClipModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.ComponentsDialog,artofillusion.math.Vec3,artofillusion.ui.Translate,java.io.DataInputStream,buoy.widget.BStandardDialog,artofillusion.ui.ValueField,artofillusion.procedural.Module;21.0;8.0;0.18181818181818182;2.0
Data;artofillusion.ModellingApp;Class;artofillusion;java.lang.Object;java.lang.Object;;artofillusion.PluginRegistry,artofillusion.ArtOfIllusion,java.lang.Object,java.util.List,java.io.PrintStream;44.0;5.0;1.027027027027027;1.0
Data;artofillusion.texture.Texture3D;Class;artofillusion.texture;artofillusion.texture.Texture;artofillusion.texture.Texture,java.lang.Object;;java.lang.Double;5.0;1.0;0.0;2.0
Data;artofillusion.object.CSGObject;Class;artofillusion.object;artofillusion.object.Object3D;artofillusion.object.Object3D,java.lang.Object;;java.io.DataOutputStream,artofillusion.ArtOfIllusion,java.lang.reflect.Constructor,artofillusion.object.Object3D,artofillusion.animation.VectorKeyframe,artofillusion.animation.RotationKeyframe,artofillusion.math.BoundingBox,artofillusion.object.TriangleMesh,artofillusion.object.CSGObject,artofillusion.object.ObjectInfo,artofillusion.math.Mat4,artofillusion.object.CSGModeller,artofillusion.math.Vec3,java.io.DataInputStream,java.lang.Throwable,java.lang.Class,artofillusion.math.CoordinateSystem,artofillusion.animation.Keyframe;74.0;18.0;0.8378378378378378;2.0
Data;artofillusion.ui.FloatingDialog;Class;artofillusion.ui;buoy.widget.BDialog;buoy.widget.BDialog,buoy.widget.WindowWidget,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;buoy.widget.WindowWidget,buoy.event.EventSource,buoy.widget.BDialog;6.0;3.0;0.0;6.0
Data;artofillusion.animation.NullKeyframe;Class;artofillusion.animation;java.lang.Object;java.lang.Object;artofillusion.animation.Keyframe;;11.0;0.0;0.0;1.0
Data;artofillusion.object.Cylinder;Class;artofillusion.object;artofillusion.object.Object3D;artofillusion.object.Object3D,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,artofillusion.ui.ComponentsDialog,java.lang.Object,java.lang.Runnable,artofillusion.object.Object3D,artofillusion.ui.EditingWindow,artofillusion.ui.ValueField,artofillusion.ui.ValueSlider,artofillusion.math.BoundingBox,artofillusion.object.TriangleMesh,artofillusion.math.Vec3,artofillusion.object.Cylinder,artofillusion.math.Vec2,java.lang.Double,java.io.DataInputStream,artofillusion.animation.PoseTrack,artofillusion.RenderingMesh,artofillusion.texture.TextureMapping,java.lang.Math;77.0;20.0;0.8626126126126127;2.0
Data;artofillusion.animation.RotationTrack;Class;artofillusion.animation;artofillusion.animation.Track;artofillusion.animation.Track,java.lang.Object;;artofillusion.ui.Translate,buoy.widget.RowContainer,artofillusion.animation.RotationKeyframe,artofillusion.math.Mat4,artofillusion.animation.ObjectRef,artofillusion.animation.Skeleton,artofillusion.animation.Smoothness,buoy.widget.BCheckBox,artofillusion.LayoutWindow,artofillusion.animation.Track,artofillusion.math.CoordinateSystem,java.io.DataOutputStream,artofillusion.ui.ComponentsDialog,artofillusion.object.Object3D,buoy.event.EventSource,artofillusion.ui.ValueSlider,artofillusion.object.ObjectInfo,artofillusion.animation.Timecourse,buoy.widget.BComboBox,java.io.DataInputStream,artofillusion.animation.WeightTrack,java.lang.Math,artofillusion.animation.Keyframe,artofillusion.animation.ObjectRefSelector;88.0;24.0;0.8097222222222221;2.0
Data;artofillusion.CreateVertexTool;Class;artofillusion;artofillusion.ui.MeshEditingTool;artofillusion.ui.MeshEditingTool,artofillusion.ui.EditingTool,java.lang.Object;;artofillusion.ui.Translate,artofillusion.object.TriangleMesh.Vertex,artofillusion.ui.EditingWindow,artofillusion.object.Object3D,artofillusion.Camera,artofillusion.texture.FaceVertexParameterValue,artofillusion.object.TriangleMesh,java.lang.System,artofillusion.object.ObjectInfo,artofillusion.math.Vec3,artofillusion.ui.EditingTool,artofillusion.texture.FaceParameterValue,java.awt.event.MouseEvent,artofillusion.TriMeshViewer,artofillusion.texture.VertexParameterValue,artofillusion.ui.MeshEditController;36.0;16.0;0.82;3.0
Data;artofillusion.RenderSetupDialog;Class;artofillusion;java.lang.Object;java.lang.Object;;artofillusion.ui.Translate,buoy.widget.BRadioButton,artofillusion.Renderer,buoy.event.EventSource,java.util.List,artofillusion.Camera,artofillusion.ui.ValueField,buoy.widget.BStandardDialog,buoy.widget.Widget,artofillusion.image.ImageSaver,artofillusion.object.ObjectInfo,artofillusion.PluginRegistry,buoy.widget.BComboBox,artofillusion.ui.PanelDialog,buoy.widget.WindowWidget,java.util.Vector,artofillusion.Scene,buoy.widget.FormContainer,buoy.widget.BorderContainer,artofillusion.ApplicationPreferences,java.lang.Math;24.0;21.0;0.7153846153846154;1.0
Data;artofillusion.procedural.CosineModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;artofillusion.math.Vec3,artofillusion.procedural.Module,java.lang.Math;15.0;3.0;0.6388888888888888;2.0
Data;artofillusion.ui.ValueSelector;Class;artofillusion.ui;buoy.widget.RowContainer;buoy.widget.RowContainer,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;buoy.widget.RowContainer,javax.swing.Icon,buoy.event.EventSource,artofillusion.ui.ValueField,buoy.widget.CustomWidget,java.awt.event.InputEvent,buoy.widget.Widget,artofillusion.ui.InfiniteDragListener,java.lang.Double,java.awt.event.MouseEvent,java.awt.Toolkit,buoy.event.WidgetEvent,java.lang.Math;20.0;13.0;0.8166666666666668;5.0
Data;artofillusion.texture.ConstantParameterValue;Class;artofillusion.texture;java.lang.Object;java.lang.Object;artofillusion.texture.ParameterValue;java.io.DataOutputStream,java.io.DataInputStream;10.0;2.0;-0.0;1.0
Data;artofillusion.ui.MessageDialog;Class;artofillusion.ui;buoy.widget.BDialog;buoy.widget.BDialog,buoy.widget.WindowWidget,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;buoy.widget.RowContainer,artofillusion.ui.UIUtilities,java.awt.event.KeyEvent,buoy.widget.WindowWidget,buoy.event.EventSource,buoy.widget.BorderContainer,buoy.widget.BDialog,buoy.widget.ColumnContainer;12.0;8.0;0.8;6.0
Data;artofillusion.ui.Translate;Class;artofillusion.ui;java.lang.Object;java.lang.Object;;artofillusion.PluginRegistry,buoy.widget.BButton,buoy.widget.BMenuItem,java.util.Map,buoy.event.EventSource,java.util.Locale,java.text.MessageFormat,java.lang.String,java.util.ResourceBundle,buoy.widget.Widget;33.0;10.0;0.9;1.0
Data;artofillusion.math.SimplexNoise;Class;artofillusion.math;java.lang.Object;java.lang.Object;;artofillusion.math.Vec3,artofillusion.math.Vec2,artofillusion.math.SimplexNoise,java.lang.Math;53.0;4.0;0.8806818181818182;1.0
Data;artofillusion.TitleWindow;Class;artofillusion;buoy.widget.BWindow;buoy.widget.BWindow,buoy.widget.WindowWidget,buoy.widget.WidgetContainer,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;artofillusion.ArtOfIllusion,java.awt.KeyboardFocusManager,java.beans.PropertyChangeEvent,artofillusion.ui.UIUtilities,java.util.Random,buoy.widget.WindowWidget,buoy.widget.BOutline,java.lang.Class,buoy.widget.Widget;7.0;9.0;-0.0;6.0
Data;artofillusion.texture.ImageMapTexture;Class;artofillusion.texture;artofillusion.texture.Texture2D;artofillusion.texture.Texture2D,artofillusion.texture.Texture,java.lang.Object;;java.io.DataOutputStream,buoy.widget.RowContainer,buoy.event.EventSource,artofillusion.math.FastMath,buoy.widget.GridContainer,artofillusion.image.ImageOrColor,artofillusion.ui.ActionProcessor,buoy.widget.BDialog,artofillusion.math.RGBColor,artofillusion.math.Vec3,artofillusion.ui.UIUtilities,artofillusion.texture.ImageMapTexture,java.io.DataInputStream,buoy.widget.WindowWidget,artofillusion.image.ImageOrValue,buoy.widget.BCheckBox,buoy.widget.BorderContainer,buoy.widget.FormContainer,buoy.widget.TextWidget;42.0;19.0;0.7923809523809524;3.0
Data;artofillusion.image.filter.ExposureFilter;Class;artofillusion.image.filter;artofillusion.image.filter.ImageFilter;artofillusion.image.filter.ImageFilter,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,java.io.DataInputStream,artofillusion.math.RGBColor,artofillusion.image.ComplexImage,java.lang.Math;8.0;6.0;0.0;2.0
Data;artofillusion.texture.UniformTriangle;Class;artofillusion.texture;artofillusion.RenderingTriangle;artofillusion.RenderingTriangle,java.lang.Object;;artofillusion.texture.UniformTexture,artofillusion.math.Vec3,artofillusion.math.RGBColor,artofillusion.texture.TextureMapping;7.0;4.0;0.5;2.0
Data;artofillusion.ListChangeListener;Interface;artofillusion;null;;;;3.0;0.0;0.0;0.0
Data;artofillusion.CreateLightTool;Class;artofillusion;artofillusion.ui.EditingTool;artofillusion.ui.EditingTool,java.lang.Object;;artofillusion.ui.Translate,java.awt.geom.Path2D,artofillusion.ui.EditingWindow,artofillusion.ViewerCanvas,artofillusion.Camera,java.awt.event.InputEvent,artofillusion.UndoRecord,artofillusion.object.ObjectInfo,artofillusion.math.Mat4,artofillusion.math.Vec3,artofillusion.ui.EditingTool,java.awt.event.MouseEvent,artofillusion.LayoutWindow,java.lang.Math;10.0;14.0;0.75;2.0
Data;artofillusion.texture.VertexParameterValue;Class;artofillusion.texture;java.lang.Object;java.lang.Object;artofillusion.texture.ParameterValue;java.io.DataOutputStream,java.io.DataInputStream,artofillusion.object.Mesh,java.lang.System;26.0;4.0;-0.0;1.0
Data;artofillusion.animation.Joint;Class;artofillusion.animation;java.lang.Object;java.lang.Object;;java.io.DataOutputStream,artofillusion.math.Vec3,java.io.DataInputStream,java.lang.String,artofillusion.animation.Joint,artofillusion.math.CoordinateSystem,artofillusion.math.Mat4;45.0;7.0;0.6882716049382717;1.0
Data;artofillusion.texture.UVMappedTriangle;Class;artofillusion.texture;artofillusion.RenderingTriangle;artofillusion.RenderingTriangle,java.lang.Object;;artofillusion.math.Vec3,artofillusion.texture.Texture,artofillusion.math.RGBColor,artofillusion.texture.TextureMapping,artofillusion.texture.Texture2D,java.lang.Math;9.0;6.0;0.575;2.0
Data;artofillusion.texture.Texture2D;Class;artofillusion.texture;artofillusion.texture.Texture;artofillusion.texture.Texture,java.lang.Object;;java.lang.Double,artofillusion.util.ThreadManager,java.lang.ThreadLocal,java.awt.Toolkit,artofillusion.math.RGBColor;15.0;5.0;0.0;2.0
Data;artofillusion.animation.Timecourse;Class;artofillusion.animation;java.lang.Object;java.lang.Object;;artofillusion.animation.Smoothness,artofillusion.animation.Keyframe,java.lang.Math;74.0;3.0;0.8055555555555556;1.0
Data;artofillusion.texture.LayeredTexture;Class;artofillusion.texture;artofillusion.texture.Texture;artofillusion.texture.Texture,java.lang.Object;;java.io.DataOutputStream,java.io.DataInputStream,artofillusion.texture.Texture,artofillusion.texture.LayeredMapping;22.0;4.0;0.4;2.0
Data;artofillusion.procedural.CommentModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.Translate,java.awt.Graphics2D,artofillusion.ui.PanelDialog,java.awt.FontMetrics,java.io.DataInputStream,buoy.widget.BOutline,java.lang.String,java.awt.Graphics,buoy.widget.TextWidget,artofillusion.procedural.Module;12.0;11.0;0.0;2.0
Data;artofillusion.procedural.BrickModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;java.io.DataOutputStream,artofillusion.ui.ComponentsDialog,artofillusion.math.Vec3,artofillusion.ui.Translate,java.io.DataInputStream,artofillusion.math.FastMath,artofillusion.ui.ValueSlider,artofillusion.procedural.Module,java.lang.Math;31.0;9.0;0.7714285714285715;2.0
Data;artofillusion.Plugin;Interface;artofillusion;null;;;;1.0;0.0;0.0;0.0
Data;artofillusion.animation.VerticalAxis;Class;artofillusion.animation;buoy.widget.CustomWidget;buoy.widget.CustomWidget,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;java.awt.Graphics2D,java.awt.FontMetrics,buoy.event.EventSource,buoy.event.RepaintEvent,java.awt.Graphics,buoy.widget.CustomWidget,buoy.widget.Widget,java.lang.Math,java.text.NumberFormat;14.0;9.0;0.7916666666666666;4.0
Data;artofillusion.material.UniformMaterialMapping;Class;artofillusion.material;artofillusion.material.MaterialMapping;artofillusion.material.MaterialMapping,java.lang.Object;;java.io.DataOutputStream,java.io.DataInputStream,artofillusion.material.UniformMaterial,artofillusion.material.Material;11.0;4.0;0.0;2.0
Data;artofillusion.CreateCubeTool;Class;artofillusion;artofillusion.ui.EditingTool;artofillusion.ui.EditingTool,java.lang.Object;;artofillusion.ui.Translate,artofillusion.ui.EditingWindow,artofillusion.ViewerCanvas,artofillusion.Camera,artofillusion.object.Cube,java.awt.event.InputEvent,artofillusion.object.ObjectInfo,artofillusion.UndoRecord,artofillusion.math.Vec3,artofillusion.ui.EditingTool,java.awt.event.MouseEvent,artofillusion.LayoutWindow,artofillusion.math.CoordinateSystem,java.lang.Math;14.0;14.0;0.875;2.0
Data;artofillusion.procedural.IOPort;Class;artofillusion.procedural;java.lang.Object;java.lang.Object;;java.awt.Graphics,java.awt.Rectangle;21.0;2.0;0.9144385026737968;1.0
Data;artofillusion.procedural.FunctionModule;Class;artofillusion.procedural;artofillusion.procedural.Module;artofillusion.procedural.Module,java.lang.Object;;buoy.widget.RowContainer,java.awt.Graphics2D,java.awt.FontMetrics,artofillusion.ui.ValueField,buoy.widget.CustomWidget,buoy.widget.BDialog,artofillusion.procedural.FunctionModule,artofillusion.math.Vec3,java.awt.Component,artofillusion.ui.UIUtilities,buoy.event.WidgetKeyEvent,artofillusion.math.SVD,buoy.widget.FormContainer,buoy.widget.BCheckBox,java.text.NumberFormat,java.io.DataOutputStream,java.awt.event.KeyEvent,artofillusion.math.FastMath,buoy.event.EventSource,java.awt.event.InputEvent,buoy.widget.Widget,artofillusion.procedural.Module,buoy.widget.WindowWidget,java.io.DataInputStream,java.awt.event.MouseEvent,buoy.event.RepaintEvent,java.awt.Graphics,java.lang.Math;123.0;28.0;0.9081196581196581;2.0
Data;artofillusion.ObjectViewer;Class;artofillusion;artofillusion.ViewerCanvas;artofillusion.ViewerCanvas,buoy.widget.CustomWidget,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;artofillusion.object.Object3D,artofillusion.ViewerCanvas,artofillusion.Renderer,artofillusion.Camera,java.awt.Polygon,buoy.widget.Widget,artofillusion.object.ObjectInfo,artofillusion.math.Mat4,java.awt.geom.Line2D,artofillusion.ui.UIUtilities,artofillusion.ui.EditingTool,java.util.Vector,java.awt.event.MouseEvent,artofillusion.Scene,java.awt.geom.Rectangle2D,artofillusion.ApplicationPreferences,artofillusion.math.CoordinateSystem,java.awt.Rectangle,artofillusion.ui.MeshEditController,java.lang.Math;54.0;20.0;0.8807692307692309;5.0
Data;artofillusion.SceneViewer;Class;artofillusion;artofillusion.ViewerCanvas;artofillusion.ViewerCanvas,buoy.widget.CustomWidget,buoy.widget.Widget,buoy.event.EventSource,java.lang.Object;;artofillusion.view.ViewerOrientationControl.OrientationChoice,artofillusion.ui.EditingWindow,artofillusion.object.Object3D,artofillusion.ViewerCanvas,buoy.event.EventSource,artofillusion.Camera,artofillusion.math.BoundingBox,java.awt.event.InputEvent,buoy.widget.Widget,artofillusion.UndoRecord,artofillusion.math.Mat4,artofillusion.object.ObjectInfo,java.util.Iterator,artofillusion.ui.EditingTool,java.util.Vector,java.awt.event.MouseEvent,artofillusion.Scene,artofillusion.LayoutWindow,artofillusion.ApplicationPreferences,artofillusion.math.CoordinateSystem,java.util.Collection,java.lang.Math;95.0;22.0;0.8333333333333334;5.0
