Head;Package;PackageDIT;PackageCoupling;PackageComplexity;MainAuthor;NumberOfAuthor;NumberOfCommit;LastUpdate;DateIntro
Type;String;double;double;double;String;double;double;Date;Date
Min;null;0;0;0;null;0;0;04-04-22 18:01;04-04-22 18:01
Max;null;10;50;1000;cidus:unclouded:coezbek:sergiocambra:julviala:mpope:stiangre:burschik:chrisdagnon:olivierschmitt:abartels:pruano:erik_bergersjo:ricfaith;10;100;09-02-25 16:37;09-02-25 16:37
Data;net.sf.freecol;3.408450704225352;231.0;14820.0;burschik;25;12977;09-02-11 11:47;09-02-25 16:37
Data;net.sf.freecol.common.io;1.6666666666666667;10.0;26.0;stiangre;2;21;09-02-01 10:10;09-02-05 16:13
Data;net.sf.freecol.client.gui;4.423580786026201;269.0;4627.0;burschik;25;4638;09-02-11 10:59;08-04-04 17:10
Data;net.sf.freecol.common.option;2.923076923076923;26.0;231.0;stiangre;9;181;09-02-01 07:10;05-04-12 14:20
Data;net.sf.freecol.server.generator;1.4285714285714286;49.0;487.0;burschik;16;329;09-02-07 04:31;04-04-22 18:01
Data;net.sf.freecol.client.gui.i18n;1.0;6.0;23.0;burschik;8;53;08-12-30 12:29;04-04-22 18:01
Data;net.sf.freecol.server.model;2.6666666666666665;13.0;41.0;stiangre;10;62;08-12-30 09:41;04-04-22 18:01
Data;net.sf.freecol.common.model;2.275;61.0;4626.0;burschik;22;4305;09-02-11 11:47;04-04-22 18:01
Data;net.sf.freecol.client.control;1.25;88.0;976.0;burschik;19;889;09-02-09 14:36;04-04-22 18:01
Data;net.sf.freecol.common.util;1.2;13.0;79.0;burschik;7;29;08-12-30 10:57;06-02-12 19:18
Data;net.sf.freecol.client;4.282157676348548;283.0;5754.0;burschik;25;5697;09-02-11 10:59;08-04-04 17:10
Data;net.sf.freecol.tools;1.0;15.0;61.0;burschik;5;10;07-10-14 08:15;06-11-02 17:35
Data;net.sf.freecol.client.gui.option;4.583333333333333;47.0;215.0;stiangre;9;159;09-02-01 10:00;05-04-21 18:53
Data;net.sf.freecol.common.logging;2.0;13.0;13.0;stiangre;5;22;08-07-21 11:48;04-04-22 18:01
Data;net.sf.freecol.server.ai;3.303030303030303;77.0;2087.0;stiangre;15;1019;09-02-06 09:48;09-01-18 09:54
Data;net.sf.freecol.server.networking;2.0;9.0;28.0;stiangre;9;43;08-11-24 15:45;04-04-22 18:01
Data;net.sf.freecol.server.ai.mission;3.9285714285714284;58.0;621.0;stiangre;13;421;09-01-15 19:12;04-10-11 15:25
Data;net.sf.freecol.client.networking;1.0;2.0;9.0;stiangre;6;15;08-10-17 12:36;04-04-22 18:01
Data;net.sf.freecol.server.control;2.111111111111111;80.0;746.0;burschik;16;699;09-02-07 04:31;04-04-22 18:01
Data;net.sf;3.408450704225352;231.0;14820.0;burschik;25;12977;09-02-11 11:47;09-02-25 16:37
Data;net.sf.freecol.client.gui.action;3.9473684210526314;63.0;465.0;burschik;12;753;09-02-04 01:10;05-05-22 10:12
Data;net.sf.freecol.common;2.113821138211382;86.0;5362.0;burschik;22;4831;09-02-11 11:47;09-02-05 16:13
Data;net.sf.freecol.server;2.7454545454545456;120.0;3500.0;stiangre;19;2257;09-02-07 04:31;09-01-18 09:54
Data;net.sf.freecol.client.gui.menu;7.0;10.0;43.0;burschik;5;20;08-12-30 09:41;06-12-25 12:16
Data;net.sf.freecol.metaserver;1.5;20.0;48.0;stiangre;5;56;08-12-30 12:29;05-02-19 14:53
Data;net;3.408450704225352;227.0;14820.0;burschik;25;12977;09-02-11 11:47;09-02-25 16:37
Data;net.sf.freecol.common.resources;1.2;12.0;51.0;stiangre;3;16;09-02-05 16:23;08-05-06 16:04
Data;net.sf.freecol.common.networking;1.2727272727272727;33.0;184.0;stiangre;10;135;08-12-31 04:14;04-04-22 18:01
Data;net.sf.freecol.client.gui.panel;5.466666666666667;197.0;2464.0;burschik;24;2372;09-02-11 10:59;04-04-22 18:01
Data;net.sf.freecol.client.gui.sound;1.4;18.0;85.0;stiangre;7;65;08-12-05 18:22;04-04-22 18:01
Data;net.sf.freecol.client.gui.plaf;4.238095238095238;27.0;129.0;stiangre;8;239;08-05-06 16:04;04-04-22 18:01
Data;net.sf.freecol.client.gui.animation;1.5;15.0;25.0;cidus;3;29;09-02-09 14:36;08-04-04 17:10
Head;Class;Type;Package;SuperClass;Ancestors;Interfaces;Targets;WMC;CBO;LCOM5;DIT;MainAuthor;NumberOfAuthor;NumberOfCommit;LastUpdate;DateIntro
Data;net.sf.freecol.common.resources.ResourceMapping;Class;net.sf.freecol.common.resources;java.lang.Object;java.lang.Object;;java.util.Map,java.util.Collections;7.0;2.0;-0.0;1.0;stiangre;1;1;69-12-31 19:00;08-05-06 16:04
Data;net.sf.freecol.client.gui.panel.NationCellEditor;Class;net.sf.freecol.client.gui.panel;javax.swing.DefaultCellEditor;javax.swing.DefaultCellEditor,javax.swing.AbstractCellEditor,java.lang.Object;;javax.swing.JComboBox;2.0;1.0;0.0;3.0;stiangre;3;13;08-08-02 07:10;04-07-21 12:02
Data;net.sf.freecol.client.gui.action.ReportIndianAction;Class;net.sf.freecol.client.gui.action;net.sf.freecol.client.gui.action.MapboardAction;net.sf.freecol.client.gui.action.MapboardAction,net.sf.freecol.client.gui.action.FreeColAction,javax.swing.AbstractAction,java.lang.Object;;java.util.logging.Logger,net.sf.freecol.client.gui.Canvas,javax.swing.KeyStroke;4.0;3.0;1.1666666666666667;4.0;burschik;3;8;07-10-21 07:43;06-12-25 12:09
Data;net.sf.freecol.client.gui.MessageLabel;Class;net.sf.freecol.client.gui;javax.swing.JLabel;javax.swing.JLabel,javax.swing.JComponent,java.awt.Container,java.awt.Component,java.lang.Object;;net.sf.freecol.client.gui.i18n.Messages;1.0;1.0;0.0;5.0;unclouded;2;3;07-10-14 08:15;05-12-13 22:43
Data;net.sf.freecol.metaserver.MetaRegister;Class;net.sf.freecol.metaserver;java.lang.Object;java.lang.Object;;java.util.ArrayList,net.sf.freecol.metaserver.MetaItem,net.sf.freecol.common.networking.Message,net.sf.freecol.common.ServerInfo,java.util.logging.Logger,net.sf.freecol.common.networking.Connection,java.lang.String,java.lang.System,org.w3c.dom.Node;18.0;9.0;0.42857142857142855;1.0;stiangre;4;14;08-10-17 12:36;05-02-19 14:53
Data;net.sf.freecol.client.gui.action.ReportTurnAction;Class;net.sf.freecol.client.gui.action;net.sf.freecol.client.gui.action.MapboardAction;net.sf.freecol.client.gui.action.MapboardAction,net.sf.freecol.client.gui.action.FreeColAction,javax.swing.AbstractAction,java.lang.Object;;net.sf.freecol.client.control.InGameController,java.util.logging.Logger,javax.swing.KeyStroke;4.0;3.0;1.1666666666666667;4.0;burschik;4;9;07-10-21 07:43;07-02-01 15:22
Data;net.sf.freecol.common.model.ColonyTradeItem;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.TradeItem;net.sf.freecol.common.model.TradeItem,net.sf.freecol.common.model.FreeColObject,java.lang.Object;;javax.xml.stream.XMLStreamWriter,net.sf.freecol.common.model.Game,net.sf.freecol.common.model.Player,javax.xml.stream.XMLStreamReader,net.sf.freecol.common.model.Settlement,net.sf.freecol.common.model.Colony,net.sf.freecol.common.model.TradeItem;10.0;7.0;0.3333333333333333;3.0;burschik;4;12;08-11-02 06:43;07-02-27 11:40
Data;net.sf.freecol.client.gui.plaf.FreeColScrollPaneUI;Class;net.sf.freecol.client.gui.plaf;javax.swing.plaf.basic.BasicScrollPaneUI;javax.swing.plaf.basic.BasicScrollPaneUI,javax.swing.plaf.ScrollPaneUI,javax.swing.plaf.ComponentUI,java.lang.Object;;net.sf.freecol.client.gui.plaf.LAFUtilities,javax.swing.JComponent;3.0;2.0;0.0;4.0;stiangre;3;10;07-10-14 08:15;04-07-16 17:27
Data;net.sf.freecol.client.ClientOptions;Class;net.sf.freecol.client;net.sf.freecol.common.option.OptionMap;net.sf.freecol.common.option.OptionMap,net.sf.freecol.common.option.OptionGroup,net.sf.freecol.common.option.AbstractOption,net.sf.freecol.common.model.FreeColObject,java.lang.Object;;,net.sf.freecol.common.option.AbstractOption,net.sf.freecol.common.model.Colony,java.lang.Integer,java.lang.String,net.sf.freecol.common.model.ModelMessage,net.sf.freecol.common.option.OptionMap,net.sf.freecol.common.Specification,net.sf.freecol.common.model.Tile,java.util.Comparator,java.util.logging.Logger,net.sf.freecol.common.option.OptionGroup,java.lang.Enum;52.0;13.0;1.0337837837837838;5.0;stiangre;11;69;09-02-03 01:15;05-05-22 10:12
Data;net.sf.freecol.common.model.GoldTradeItem;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.TradeItem;net.sf.freecol.common.model.TradeItem,net.sf.freecol.common.model.FreeColObject,java.lang.Object;;javax.xml.stream.XMLStreamWriter,net.sf.freecol.common.model.Player,javax.xml.stream.XMLStreamReader,java.lang.Integer;10.0;4.0;0.3333333333333333;3.0;burschik;4;11;08-11-02 06:43;07-02-27 11:40
Data;net.sf.freecol.client.gui.action.DisplayTileOwnersAction;Class;net.sf.freecol.client.gui.action;net.sf.freecol.client.gui.action.SelectableAction;net.sf.freecol.client.gui.action.SelectableAction,net.sf.freecol.client.gui.action.MapboardAction,net.sf.freecol.client.gui.action.FreeColAction,javax.swing.AbstractAction,java.lang.Object;;java.util.logging.Logger,net.sf.freecol.client.gui.GUI,net.sf.freecol.client.gui.Canvas,net.sf.freecol.client.gui.action.SelectableAction,javax.swing.KeyStroke,javax.swing.AbstractButton;5.0;6.0;1.1666666666666667;5.0;sergiocambra;5;9;08-10-14 06:24;07-01-25 18:14
Data;net.sf.freecol.client.gui.panel.AdvantageCellRenderer;Class;net.sf.freecol.client.gui.panel;java.lang.Object;java.lang.Object;javax.swing.table.TableCellRenderer;net.sf.freecol.common.model.FreeColGameObjectType,java.awt.Component,net.sf.freecol.common.model.Player,java.util.List,net.sf.freecol.client.gui.i18n.Messages,javax.swing.JComboBox,net.sf.freecol.common.Specification;13.0;7.0;0.875;1.0;burschik;3;7;08-10-21 15:36;07-09-08 11:26
Data;net.sf.freecol.client.gui.panel.TilePanel;Class;net.sf.freecol.client.gui.panel;net.sf.freecol.client.gui.panel.FreeColDialog;net.sf.freecol.client.gui.panel.FreeColDialog,net.sf.freecol.client.gui.panel.FreeColPanel,javax.swing.JPanel,javax.swing.JComponent,java.awt.Container,java.awt.Component,java.lang.Object;java.awt.event.ActionListener;net.sf.freecol.common.model.Player,net.sf.freecol.client.gui.ImageLibrary,java.util.List,java.awt.event.ActionEvent,net.sf.freecol.common.model.TileType,java.lang.Integer,javax.swing.AbstractButton,net.sf.freecol.common.Specification,net.sf.freecol.client.gui.panel.FreeColDialog,net.sf.freecol.common.model.Tile,java.awt.Component,java.util.logging.Logger,javax.swing.SwingUtilities,javax.swing.JLabel,net.sf.freecol.client.gui.Canvas,net.sf.freecol.client.gui.i18n.Messages,javax.swing.InputMap,java.awt.Container,net.sf.freecol.client.gui.panel.FreeColPanel,javax.swing.JComponent;13.0;20.0;0.717948717948718;7.0;burschik;6;34;09-01-28 12:24;05-12-14 07:45
Data;net.sf.freecol.common.model.UnitTradeItem;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.TradeItem;net.sf.freecol.common.model.TradeItem,net.sf.freecol.common.model.FreeColObject,java.lang.Object;;javax.xml.stream.XMLStreamWriter,net.sf.freecol.common.model.Game,javax.xml.stream.XMLStreamReader,net.sf.freecol.common.model.Unit,net.sf.freecol.common.model.TradeItem;10.0;5.0;0.3333333333333333;3.0;burschik;3;10;08-11-02 06:43;07-02-27 11:40
Data;net.sf.freecol.common.model.FoundingFather;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.FreeColGameObjectType;net.sf.freecol.common.model.FreeColGameObjectType,net.sf.freecol.common.model.FreeColObject,java.lang.Object;;net.sf.freecol.common.model.FreeColGameObjectType,javax.xml.stream.XMLStreamReader,java.util.Map,java.util.List,java.lang.Integer,java.lang.String,java.util.Set,net.sf.freecol.client.gui.i18n.Messages,net.sf.freecol.common.Specification,java.lang.Enum;28.0;10.0;0.888888888888889;3.0;burschik;7;73;08-08-17 06:27;04-07-14 17:37
Data;net.sf.freecol.client.gui.panel.ReportHighScoresPanel;Class;net.sf.freecol.client.gui.panel;net.sf.freecol.client.gui.panel.ReportPanel;net.sf.freecol.client.gui.panel.ReportPanel,net.sf.freecol.client.gui.panel.FreeColPanel,javax.swing.JPanel,javax.swing.JComponent,java.awt.Container,java.awt.Component,java.lang.Object;;net.sf.freecol.client.control.InGameController,java.lang.String,org.w3c.dom.NodeList,net.sf.freecol.common.model.Turn,net.sf.freecol.common.model.HighScore,java.util.logging.Logger,net.sf.freecol.client.gui.GUI,net.sf.freecol.client.gui.Canvas,net.sf.freecol.client.gui.i18n.Messages,java.awt.Container,java.text.DateFormat,javax.swing.JComponent;6.0;12.0;0.0;7.0;burschik;1;6;09-01-23 02:02;08-12-14 08:46
Data;net.sf.freecol.client.gui.panel.CaptureGoodsDialog;Class;net.sf.freecol.client.gui.panel;net.sf.freecol.client.gui.panel.FreeColDialog;net.sf.freecol.client.gui.panel.FreeColDialog,net.sf.freecol.client.gui.panel.FreeColPanel,javax.swing.JPanel,javax.swing.JComponent,java.awt.Container,java.awt.Component,java.lang.Object;java.awt.event.ActionListener;net.sf.freecol.common.model.FreeColGameObjectType,net.sf.freecol.client.gui.panel.CaptureGoodsDialog.CheckBoxRenderer,java.util.ArrayList,javax.swing.ListModel,net.sf.freecol.common.model.UnitType,net.sf.freecol.common.model.Unit,javax.swing.AbstractButton,net.sf.freecol.client.gui.panel.FreeColDialog,java.awt.Component,net.sf.freecol.client.gui.panel.CaptureGoodsDialog,java.util.Iterator,java.util.logging.Logger,net.sf.freecol.client.gui.i18n.Messages,javax.swing.JList,java.awt.Container,net.sf.freecol.common.model.AbstractGoods,net.sf.freecol.client.gui.panel.FreeColPanel,javax.swing.JComponent;28.0;18.0;0.8888888888888888;7.0;stiangre;10;16;08-02-12 05:11;04-09-25 18:11
Data;net.sf.freecol.client.gui.GUI;Class;net.sf.freecol.client.gui;java.lang.Object;java.lang.Object;;java.awt.geom.Path2D.Float,net.sf.freecol.common.model.Player,java.awt.Graphics2D,net.sf.freecol.client.control.InGameController,net.sf.freecol.common.model.Settlement,net.sf.freecol.common.model.IndianSettlement,net.sf.freecol.common.model.TileItemContainer,java.lang.Long,net.sf.freecol.common.model.ColonyTile,java.awt.Component,java.util.Vector,java.lang.Throwable,java.lang.Class,java.awt.Dimension,javax.swing.JComponent,net.sf.freecol.FreeCol,net.sf.freecol.common.model.Colony,java.util.List,net.sf.freecol.common.model.Unit,java.lang.Integer,java.awt.Font,net.sf.freecol.client.gui.panel.MapControls,java.util.Iterator,java.awt.Graphics,net.sf.freecol.server.ai.AIMain,net.sf.freecol.client.gui.ViewMode,java.lang.Math,net.sf.freecol.common.model.FreeColGameObjectType,net.sf.freecol.client.FreeColClient,net.sf.freecol.client.gui.TerrainCursor,net.sf.freecol.server.ai.AIUnit,java.awt.FontMetrics,java.awt.Color,java.awt.Image,net.sf.freecol.common.model.Map,net.sf.freecol.common.model.Region,net.sf.freecol.common.option.OptionMap,net.sf.freecol.client.ClientOptions,net.sf.freecol.common.model.Tile,java.util.Random,net.sf.freecol.common.model.PathNode,net.sf.freecol.client.gui.Canvas,javax.swing.ImageIcon,net.sf.freecol.client.gui.ImageLibrary,net.sf.freecol.common.model.Map.Position,net.sf.freecol.common.model.TileType,java.lang.String,java.awt.image.BufferedImage,java.util.Date,javax.swing.JLayeredPane,net.sf.freecol.server.ai.mission.Mission,net.sf.freecol.common.model.Game,net.sf.freecol.common.resources.ResourceManager,java.awt.geom.RectangularShape,java.util.logging.Logger,java.awt.font.TextLayout,net.sf.freecol.common.model.TileImprovement,net.sf.freecol.client.gui.action.ActionManager,net.sf.freecol.common.model.Location,net.sf.freecol.common.model.TileImprovementType,net.sf.freecol.common.model.Map.Direction;428.0;61.0;0.9699233716475095;1.0;stiangre;15;228;09-02-09 14:36;04-04-22 18:01
Data;net.sf.freecol.common.model.MarketData;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.FreeColObject;net.sf.freecol.common.model.FreeColObject,java.lang.Object;;javax.xml.stream.XMLStreamWriter,javax.xml.stream.XMLStreamReader,net.sf.freecol.common.model.GoodsType,java.lang.Integer,net.sf.freecol.common.model.FreeColObject;25.0;5.0;0.8869565217391304;2.0;burschik;3;7;08-11-21 01:27;07-11-21 11:54
Data;net.sf.freecol.common.model.Player;Class;net.sf.freecol.common.model;net.sf.freecol.common.model.FreeColGameObject;net.sf.freecol.common.model.FreeColGameObject,net.sf.freecol.common.model.FreeColObject,java.lang.Object;net.sf.freecol.common.model.Nameable;net.sf.freecol.common.model.Feature,net.sf.freecol.common.model.Player,net.sf.freecol.common.model.Player.UnitPredicate,net.sf.freecol.common.model.Player.ActivePredicate,net.sf.freecol.common.model.Settlement,net.sf.freecol.common.model.IndianSettlement,net.sf.freecol.common.model.Europe,net.sf.freecol.common.model.Modifier,javax.xml.stream.XMLStreamReader,java.lang.Throwable,net.sf.freecol.common.model.NationType,net.sf.freecol.common.util.RandomChoice,net.sf.freecol.common.model.MarketData,java.lang.Object,net.sf.freecol.common.model.Colony,java.util.List,net.sf.freecol.common.model.Unit,java.lang.Integer,net.sf.freecol.common.model.Nation,net.sf.freecol.common.Specification,java.util.Iterator,java.util.AbstractList,net.sf.freecol.common.model.AbstractGoods,java.lang.Math,net.sf.freecol.common.model.HistoryEvent,net.sf.freecol.common.model.FreeColGameObjectType,net.sf.freecol.common.model.UnitType,net.sf.freecol.common.model.ModelController,net.sf.freecol.common.model.Player.GoingToPredicate,java.util.Map,net.sf.freecol.common.model.FoundingFather,net.sf.freecol.common.model.Map,net.sf.freecol.common.option.OptionMap,net.sf.freecol.common.model.Tile,java.util.EnumMap,net.sf.freecol.common.model.PathNode,net.sf.freecol.common.model.Market,net.sf.freecol.client.gui.i18n.Messages,java.util.Set,net.sf.freecol.common.model.Tension,java.util.Collection,java.util.ArrayList,net.sf.freecol.common.model.Map.Position,java.lang.String,net.sf.freecol.common.model.ModelMessage,net.sf.freecol.common.option.IntegerOption,javax.xml.stream.XMLStreamWriter,net.sf.freecol.common.model.Game,java.util.logging.Logger,net.sf.freecol.common.model.FreeColGameObject,net.sf.freecol.common.model.FeatureContainer,net.sf.freecol.common.model.FreeColObject,java.lang.Enum,net.sf.freecol.common.model.Map.Direction;450.0;54.0;0.9876042123738482;3.0;burschik;18;384;09-02-03 01:15;04-04-22 18:01
Data;net.sf.freecol.common.ServerInfo;Class;net.sf.freecol.common;java.lang.Object;java.lang.Object;;org.w3c.dom.Document,org.w3c.dom.Element;15.0;2.0;0.7946428571428571;1.0;stiangre;3;10;07-10-14 08:15;05-02-19 14:53
